setting,example_id,question_type,level,question,gold_titles,k,dense_full_at_k,rerank_full_at_k,dense_gold_ranks,rerank_gold_ranks,transition
pooled,5a7dc2495542997cc2c4749a,bridge,hard,"What competition held in Kathmandu, Nepal did Julian Bolling compete in 1984?",1984 South Asian Games | Julian Bolling,2,0,1,"{""1984 South Asian Games"":6,""Julian Bolling"":2}","{""1984 South Asian Games"":2,""Julian Bolling"":1}",rescue
pooled,5a7dc2495542997cc2c4749a,bridge,hard,"What competition held in Kathmandu, Nepal did Julian Bolling compete in 1984?",1984 South Asian Games | Julian Bolling,5,0,1,"{""1984 South Asian Games"":6,""Julian Bolling"":2}","{""1984 South Asian Games"":2,""Julian Bolling"":1}",rescue
pooled,5a7dc2495542997cc2c4749a,bridge,hard,"What competition held in Kathmandu, Nepal did Julian Bolling compete in 1984?",1984 South Asian Games | Julian Bolling,10,1,1,"{""1984 South Asian Games"":6,""Julian Bolling"":2}","{""1984 South Asian Games"":2,""Julian Bolling"":1}",stable_hit
pooled,5a7dcc775542990b8f503ab5,bridge,hard,Which component of shellite has the formula (ON)CHOH?,Picric acid | Shellite (explosive),2,0,1,"{""Picric acid"":10,""Shellite (explosive)"":1}","{""Picric acid"":2,""Shellite (explosive)"":1}",rescue
pooled,5a7dcc775542990b8f503ab5,bridge,hard,Which component of shellite has the formula (ON)CHOH?,Picric acid | Shellite (explosive),5,0,1,"{""Picric acid"":10,""Shellite (explosive)"":1}","{""Picric acid"":2,""Shellite (explosive)"":1}",rescue
pooled,5a7dcc775542990b8f503ab5,bridge,hard,Which component of shellite has the formula (ON)CHOH?,Picric acid | Shellite (explosive),10,1,1,"{""Picric acid"":10,""Shellite (explosive)"":1}","{""Picric acid"":2,""Shellite (explosive)"":1}",stable_hit
pooled,5a7dd9445542997cc2c474ac,comparison,hard,"Which novelist, J. G. Farrell or Louis Aragon, wrote of the political and human consequences of his country's colonial rule?",J. G. Farrell | Louis Aragon,2,0,1,"{""J. G. Farrell"":1,""Louis Aragon"":5}","{""J. G. Farrell"":1,""Louis Aragon"":2}",rescue
pooled,5a7dd9445542997cc2c474ac,comparison,hard,"Which novelist, J. G. Farrell or Louis Aragon, wrote of the political and human consequences of his country's colonial rule?",J. G. Farrell | Louis Aragon,5,1,1,"{""J. G. Farrell"":1,""Louis Aragon"":5}","{""J. G. Farrell"":1,""Louis Aragon"":2}",stable_hit
pooled,5a7dd9445542997cc2c474ac,comparison,hard,"Which novelist, J. G. Farrell or Louis Aragon, wrote of the political and human consequences of his country's colonial rule?",J. G. Farrell | Louis Aragon,10,1,1,"{""J. G. Farrell"":1,""Louis Aragon"":5}","{""J. G. Farrell"":1,""Louis Aragon"":2}",stable_hit
pooled,5a7ddc5a5542995f4f4022da,bridge,hard,Both Bishop Carroll Catholic High School and Kapaun Mt. Carmel Catholic High School are located in which city in Kansas?,Bishop Carroll Catholic High School | Kapaun Mt. Carmel Catholic High School,2,1,1,"{""Bishop Carroll Catholic High School"":1,""Kapaun Mt. Carmel Catholic High School"":2}","{""Bishop Carroll Catholic High School"":1,""Kapaun Mt. Carmel Catholic High School"":2}",stable_hit
pooled,5a7ddc5a5542995f4f4022da,bridge,hard,Both Bishop Carroll Catholic High School and Kapaun Mt. Carmel Catholic High School are located in which city in Kansas?,Bishop Carroll Catholic High School | Kapaun Mt. Carmel Catholic High School,5,1,1,"{""Bishop Carroll Catholic High School"":1,""Kapaun Mt. Carmel Catholic High School"":2}","{""Bishop Carroll Catholic High School"":1,""Kapaun Mt. Carmel Catholic High School"":2}",stable_hit
pooled,5a7ddc5a5542995f4f4022da,bridge,hard,Both Bishop Carroll Catholic High School and Kapaun Mt. Carmel Catholic High School are located in which city in Kansas?,Bishop Carroll Catholic High School | Kapaun Mt. Carmel Catholic High School,10,1,1,"{""Bishop Carroll Catholic High School"":1,""Kapaun Mt. Carmel Catholic High School"":2}","{""Bishop Carroll Catholic High School"":1,""Kapaun Mt. Carmel Catholic High School"":2}",stable_hit
pooled,5a7e05ba5542995f4f402392,bridge,hard,For One Night Only was hosted by the man most well-known for hosting what show from 1962 until 1999?,For One Night Only (Irish TV series) | Gay Byrne,2,0,0,"{""For One Night Only (Irish TV series)"":2,""Gay Byrne"":6}","{""For One Night Only (Irish TV series)"":3,""Gay Byrne"":1}",stable_miss
pooled,5a7e05ba5542995f4f402392,bridge,hard,For One Night Only was hosted by the man most well-known for hosting what show from 1962 until 1999?,For One Night Only (Irish TV series) | Gay Byrne,5,0,1,"{""For One Night Only (Irish TV series)"":2,""Gay Byrne"":6}","{""For One Night Only (Irish TV series)"":3,""Gay Byrne"":1}",rescue
pooled,5a7e05ba5542995f4f402392,bridge,hard,For One Night Only was hosted by the man most well-known for hosting what show from 1962 until 1999?,For One Night Only (Irish TV series) | Gay Byrne,10,1,1,"{""For One Night Only (Irish TV series)"":2,""Gay Byrne"":6}","{""For One Night Only (Irish TV series)"":3,""Gay Byrne"":1}",stable_hit
pooled,5a7e7ed05542991319bc94c2,comparison,hard,"Which magazine is older, Gallery or Dime Magazine?",Dime Magazine | Gallery (magazine),2,1,1,"{""Dime Magazine"":2,""Gallery (magazine)"":1}","{""Dime Magazine"":1,""Gallery (magazine)"":2}",stable_hit
pooled,5a7e7ed05542991319bc94c2,comparison,hard,"Which magazine is older, Gallery or Dime Magazine?",Dime Magazine | Gallery (magazine),5,1,1,"{""Dime Magazine"":2,""Gallery (magazine)"":1}","{""Dime Magazine"":1,""Gallery (magazine)"":2}",stable_hit
pooled,5a7e7ed05542991319bc94c2,comparison,hard,"Which magazine is older, Gallery or Dime Magazine?",Dime Magazine | Gallery (magazine),10,1,1,"{""Dime Magazine"":2,""Gallery (magazine)"":1}","{""Dime Magazine"":1,""Gallery (magazine)"":2}",stable_hit
pooled,5a7ec61a55429934daa2fc5f,comparison,hard,Are Staten Island Catapult and This Is Elvis both documentaries?,Staten Island Catapult | This Is Elvis,2,0,0,"{""Staten Island Catapult"":1,""This Is Elvis"":7}","{""Staten Island Catapult"":1,""This Is Elvis"":3}",stable_miss
pooled,5a7ec61a55429934daa2fc5f,comparison,hard,Are Staten Island Catapult and This Is Elvis both documentaries?,Staten Island Catapult | This Is Elvis,5,0,1,"{""Staten Island Catapult"":1,""This Is Elvis"":7}","{""Staten Island Catapult"":1,""This Is Elvis"":3}",rescue
pooled,5a7ec61a55429934daa2fc5f,comparison,hard,Are Staten Island Catapult and This Is Elvis both documentaries?,Staten Island Catapult | This Is Elvis,10,1,1,"{""Staten Island Catapult"":1,""This Is Elvis"":7}","{""Staten Island Catapult"":1,""This Is Elvis"":3}",stable_hit
pooled,5a7ed2c655429930675135e5,bridge,hard,"At the 71st Golden Globe Awards for television in 2013, what achievement did Breaking Bad, police sitcom Brooklyn Nine-Nine and American Hustle attain?",71st Golden Globe Awards | Brooklyn Nine-Nine,2,0,1,"{""71st Golden Globe Awards"":1,""Brooklyn Nine-Nine"":11}","{""71st Golden Globe Awards"":1,""Brooklyn Nine-Nine"":2}",rescue
pooled,5a7ed2c655429930675135e5,bridge,hard,"At the 71st Golden Globe Awards for television in 2013, what achievement did Breaking Bad, police sitcom Brooklyn Nine-Nine and American Hustle attain?",71st Golden Globe Awards | Brooklyn Nine-Nine,5,0,1,"{""71st Golden Globe Awards"":1,""Brooklyn Nine-Nine"":11}","{""71st Golden Globe Awards"":1,""Brooklyn Nine-Nine"":2}",rescue
pooled,5a7ed2c655429930675135e5,bridge,hard,"At the 71st Golden Globe Awards for television in 2013, what achievement did Breaking Bad, police sitcom Brooklyn Nine-Nine and American Hustle attain?",71st Golden Globe Awards | Brooklyn Nine-Nine,10,0,1,"{""71st Golden Globe Awards"":1,""Brooklyn Nine-Nine"":11}","{""71st Golden Globe Awards"":1,""Brooklyn Nine-Nine"":2}",rescue
pooled,5a7f113d55429934daa2fcbe,bridge,hard,Which professional baseball player and National 1993 Baseball Hall of Fame inductee is featured in the Greatest Sports Legends anthology? ,Greatest Sports Legends | Reggie Jackson,2,0,1,"{""Greatest Sports Legends"":3,""Reggie Jackson"":15}","{""Greatest Sports Legends"":1,""Reggie Jackson"":2}",rescue
pooled,5a7f113d55429934daa2fcbe,bridge,hard,Which professional baseball player and National 1993 Baseball Hall of Fame inductee is featured in the Greatest Sports Legends anthology? ,Greatest Sports Legends | Reggie Jackson,5,0,1,"{""Greatest Sports Legends"":3,""Reggie Jackson"":15}","{""Greatest Sports Legends"":1,""Reggie Jackson"":2}",rescue
pooled,5a7f113d55429934daa2fcbe,bridge,hard,Which professional baseball player and National 1993 Baseball Hall of Fame inductee is featured in the Greatest Sports Legends anthology? ,Greatest Sports Legends | Reggie Jackson,10,0,1,"{""Greatest Sports Legends"":3,""Reggie Jackson"":15}","{""Greatest Sports Legends"":1,""Reggie Jackson"":2}",rescue
pooled,5a7f5c9f55429969796c1a0f,bridge,hard,The city that contains the Yunnan Provincial Museum is also known by what nickname?,Kunming | Yunnan Provincial Museum,2,0,0,"{""Kunming"":3,""Yunnan Provincial Museum"":1}","{""Kunming"":3,""Yunnan Provincial Museum"":2}",stable_miss
pooled,5a7f5c9f55429969796c1a0f,bridge,hard,The city that contains the Yunnan Provincial Museum is also known by what nickname?,Kunming | Yunnan Provincial Museum,5,1,1,"{""Kunming"":3,""Yunnan Provincial Museum"":1}","{""Kunming"":3,""Yunnan Provincial Museum"":2}",stable_hit
pooled,5a7f5c9f55429969796c1a0f,bridge,hard,The city that contains the Yunnan Provincial Museum is also known by what nickname?,Kunming | Yunnan Provincial Museum,10,1,1,"{""Kunming"":3,""Yunnan Provincial Museum"":1}","{""Kunming"":3,""Yunnan Provincial Museum"":2}",stable_hit
pooled,5a7f6eab5542992097ad2f66,bridge,hard,"What was the name of the 19th century foundry which was located in a village directly across the Hudson River from Westpoint in Putnam County, New York?","Cold Spring, New York | Robert Parker Parrott",2,0,0,"{""Cold Spring, New York"":4,""Robert Parker Parrott"":6}","{""Cold Spring, New York"":1,""Robert Parker Parrott"":14}",stable_miss
pooled,5a7f6eab5542992097ad2f66,bridge,hard,"What was the name of the 19th century foundry which was located in a village directly across the Hudson River from Westpoint in Putnam County, New York?","Cold Spring, New York | Robert Parker Parrott",5,0,0,"{""Cold Spring, New York"":4,""Robert Parker Parrott"":6}","{""Cold Spring, New York"":1,""Robert Parker Parrott"":14}",stable_miss
pooled,5a7f6eab5542992097ad2f66,bridge,hard,"What was the name of the 19th century foundry which was located in a village directly across the Hudson River from Westpoint in Putnam County, New York?","Cold Spring, New York | Robert Parker Parrott",10,1,0,"{""Cold Spring, New York"":4,""Robert Parker Parrott"":6}","{""Cold Spring, New York"":1,""Robert Parker Parrott"":14}",damage
pooled,5a80071f5542992bc0c4a684,bridge,hard,Alice David is the voice of Lara Croft in a video game developed by which company ?,Alice David | Tomb Raider (2013 video game),2,0,0,"{""Alice David"":1,""Tomb Raider (2013 video game)"":10}","{""Alice David"":1,""Tomb Raider (2013 video game)"":10}",stable_miss
pooled,5a80071f5542992bc0c4a684,bridge,hard,Alice David is the voice of Lara Croft in a video game developed by which company ?,Alice David | Tomb Raider (2013 video game),5,0,0,"{""Alice David"":1,""Tomb Raider (2013 video game)"":10}","{""Alice David"":1,""Tomb Raider (2013 video game)"":10}",stable_miss
pooled,5a80071f5542992bc0c4a684,bridge,hard,Alice David is the voice of Lara Croft in a video game developed by which company ?,Alice David | Tomb Raider (2013 video game),10,1,1,"{""Alice David"":1,""Tomb Raider (2013 video game)"":10}","{""Alice David"":1,""Tomb Raider (2013 video game)"":10}",stable_hit
pooled,5a8038b55542996402f6a485,bridge,hard,"Jacques Sernas, actor in Fugitive in Trieste, was of what nationality?",Fugitive in Trieste | Jacques Sernas,2,1,1,"{""Fugitive in Trieste"":2,""Jacques Sernas"":1}","{""Fugitive in Trieste"":1,""Jacques Sernas"":2}",stable_hit
pooled,5a8038b55542996402f6a485,bridge,hard,"Jacques Sernas, actor in Fugitive in Trieste, was of what nationality?",Fugitive in Trieste | Jacques Sernas,5,1,1,"{""Fugitive in Trieste"":2,""Jacques Sernas"":1}","{""Fugitive in Trieste"":1,""Jacques Sernas"":2}",stable_hit
pooled,5a8038b55542996402f6a485,bridge,hard,"Jacques Sernas, actor in Fugitive in Trieste, was of what nationality?",Fugitive in Trieste | Jacques Sernas,10,1,1,"{""Fugitive in Trieste"":2,""Jacques Sernas"":1}","{""Fugitive in Trieste"":1,""Jacques Sernas"":2}",stable_hit
pooled,5a80721b554299485f5985ef,bridge,hard,"The Livesey Hal War Memorial commemorates the fallen of which war, that had over 60 million casualties?",Livesey Hall War Memorial | World War II casualties,2,0,0,"{""Livesey Hall War Memorial"":1,""World War II casualties"":16}","{""Livesey Hall War Memorial"":1,""World War II casualties"":8}",stable_miss
pooled,5a80721b554299485f5985ef,bridge,hard,"The Livesey Hal War Memorial commemorates the fallen of which war, that had over 60 million casualties?",Livesey Hall War Memorial | World War II casualties,5,0,0,"{""Livesey Hall War Memorial"":1,""World War II casualties"":16}","{""Livesey Hall War Memorial"":1,""World War II casualties"":8}",stable_miss
pooled,5a80721b554299485f5985ef,bridge,hard,"The Livesey Hal War Memorial commemorates the fallen of which war, that had over 60 million casualties?",Livesey Hall War Memorial | World War II casualties,10,0,1,"{""Livesey Hall War Memorial"":1,""World War II casualties"":16}","{""Livesey Hall War Memorial"":1,""World War II casualties"":8}",rescue
pooled,5a80840f554299485f59863b,bridge,hard,What WB supernatrual drama series was Jawbreaker star Rose Mcgowan best known for being in?,Jawbreaker (film) | Rose McGowan,2,1,1,"{""Jawbreaker (film)"":1,""Rose McGowan"":2}","{""Jawbreaker (film)"":2,""Rose McGowan"":1}",stable_hit
pooled,5a80840f554299485f59863b,bridge,hard,What WB supernatrual drama series was Jawbreaker star Rose Mcgowan best known for being in?,Jawbreaker (film) | Rose McGowan,5,1,1,"{""Jawbreaker (film)"":1,""Rose McGowan"":2}","{""Jawbreaker (film)"":2,""Rose McGowan"":1}",stable_hit
pooled,5a80840f554299485f59863b,bridge,hard,What WB supernatrual drama series was Jawbreaker star Rose Mcgowan best known for being in?,Jawbreaker (film) | Rose McGowan,10,1,1,"{""Jawbreaker (film)"":1,""Rose McGowan"":2}","{""Jawbreaker (film)"":2,""Rose McGowan"":1}",stable_hit
pooled,5a8085705542992bc0c4a74b,bridge,hard,Garden Island Naval Chapel is the oldest Chistian chapel of a naval branch of what defence force?,Garden Island Naval Chapel | Royal Australian Navy,2,0,0,"{""Garden Island Naval Chapel"":1,""Royal Australian Navy"":19}","{""Garden Island Naval Chapel"":1,""Royal Australian Navy"":3}",stable_miss
pooled,5a8085705542992bc0c4a74b,bridge,hard,Garden Island Naval Chapel is the oldest Chistian chapel of a naval branch of what defence force?,Garden Island Naval Chapel | Royal Australian Navy,5,0,1,"{""Garden Island Naval Chapel"":1,""Royal Australian Navy"":19}","{""Garden Island Naval Chapel"":1,""Royal Australian Navy"":3}",rescue
pooled,5a8085705542992bc0c4a74b,bridge,hard,Garden Island Naval Chapel is the oldest Chistian chapel of a naval branch of what defence force?,Garden Island Naval Chapel | Royal Australian Navy,10,0,1,"{""Garden Island Naval Chapel"":1,""Royal Australian Navy"":19}","{""Garden Island Naval Chapel"":1,""Royal Australian Navy"":3}",rescue
pooled,5a8099935542996402f6a58b,bridge,hard,"What television thriller anthology did the winner of one Golden Globe, two tony Awards and six Primetime Emmy Awards appear on?",Brian Dennehy | Darkroom (TV series),2,0,0,"{""Brian Dennehy"":null,""Darkroom (TV series)"":20}","{""Brian Dennehy"":null,""Darkroom (TV series)"":8}",stable_miss
pooled,5a8099935542996402f6a58b,bridge,hard,"What television thriller anthology did the winner of one Golden Globe, two tony Awards and six Primetime Emmy Awards appear on?",Brian Dennehy | Darkroom (TV series),5,0,0,"{""Brian Dennehy"":null,""Darkroom (TV series)"":20}","{""Brian Dennehy"":null,""Darkroom (TV series)"":8}",stable_miss
pooled,5a8099935542996402f6a58b,bridge,hard,"What television thriller anthology did the winner of one Golden Globe, two tony Awards and six Primetime Emmy Awards appear on?",Brian Dennehy | Darkroom (TV series),10,0,0,"{""Brian Dennehy"":null,""Darkroom (TV series)"":20}","{""Brian Dennehy"":null,""Darkroom (TV series)"":8}",stable_miss
pooled,5a80ad7c5542992097ad3018,bridge,hard,What year did the biographical-comedy-crime film directed by Steven Soderbergh about the highest-level corporate executive whistleblower come out?,Mark Whitacre | The Informant!,2,0,0,"{""Mark Whitacre"":7,""The Informant!"":3}","{""Mark Whitacre"":3,""The Informant!"":1}",stable_miss
pooled,5a80ad7c5542992097ad3018,bridge,hard,What year did the biographical-comedy-crime film directed by Steven Soderbergh about the highest-level corporate executive whistleblower come out?,Mark Whitacre | The Informant!,5,0,1,"{""Mark Whitacre"":7,""The Informant!"":3}","{""Mark Whitacre"":3,""The Informant!"":1}",rescue
pooled,5a80ad7c5542992097ad3018,bridge,hard,What year did the biographical-comedy-crime film directed by Steven Soderbergh about the highest-level corporate executive whistleblower come out?,Mark Whitacre | The Informant!,10,1,1,"{""Mark Whitacre"":7,""The Informant!"":3}","{""Mark Whitacre"":3,""The Informant!"":1}",stable_hit
pooled,5a80aeff5542996402f6a5eb,bridge,hard,"For what ""first"" was Ivory Lee Brown's nephew credited for in Heisman Trophy balloting?",Adrian Peterson | Ivory Lee Brown,2,0,0,"{""Adrian Peterson"":11,""Ivory Lee Brown"":1}","{""Adrian Peterson"":7,""Ivory Lee Brown"":1}",stable_miss
